keywords,story
"happy, topic, draw, comfortable, feeling","Happy Is a Comfortable FeelingThere are things that make me feel happy. Happy is a comfortable feeling. I often feel happy when I play with my favorite toys. Some toys that I like to play with are______________________________________________________________________________________________________________________________________________________I often feel happy about my favorite topics. A topic is a subject to think, talk, draw, or writeabout. Some topics that I like to think, talk, draw, or write about are______________________________________________________________________________________________________________________________________________________Some people are very important to me. They try to keep me comfortable and happy. Thepeople who are important to me are_________________________________________________________________________________________________________________________________________________________________________________________________________________________________Many people like feeling happy and comfortable. n The New Social StoryTM Book, th Anniversary Edition by Carol Gray, Future Horizons, Inc."
"comment, yes, mistake, wrong, survey","The Mistakes SurveyThis is a survey about mistakes. Please read below and follow the directions. A mistake is an error. There are big mistakes, and little ones, too. Some examples ofmistakes are Doing something wrong, like making a wrong turn while driving or putting something together wrong Forgetting something, like being unable to remember someone is name or todays date Losing something, like important notes, keys, a shoe, etc. Dropping an item Making a calculation or writing error, including typosThere are many, many mistakes that people make. Please write your name, and circle YES or NO to answer the question. Write comments if you wish. Do you think that you have ever had a day without a mistake?Name Circle One. _________________________________ YES	NOComment ___________________________________________________________. _________________________________ YES	NOComment ___________________________________________________________. _________________________________ YES	NOComment ___________________________________________________________. _________________________________ YES	NOComment ___________________________________________________________. _________________________________ YES	NOComment ___________________________________________________________  ."
"share, planet, season, earth, sun","Sharing Planet Earth People live on Planet Earth. of the planet has summer, to share what they cannot pos They share it. Sometimes somewhere else it is fall. sibly own or to share when it they share it well, but other Many people love summer, is just a part of their routine. times it is harder for people and there are parts of Planet to share Planet Earth. Earth that get a lot more of People on Planet Earth it than others. People seem to have to think and work People on Planet Earth be okay with that, too. together to share other share some things easily. Day things. This includes adults. and night are one example. Even though the sun and The list of things that are When one side of the planet seasons are really big and harder to share is a lot lon has day, the other has night. important, people share them ger than this whole book. There are times when some easily, without having to Here are six of them money, people on the planet get a lot think much about it. Some malted milk balls, oil, televi of daylight, and others get a times parents may tell their sions, macaroni and cheese, lot less. But even though day children that they need to and neighborhoods. The light and night are unequal, learn how to share. Children things on this list are smaller people seem to be okay with share sun and seasons as eas than the sun and may be less that. The seasons are another ily as their parents. Here is a important than a season, but example. When one part theory It is easier for people they are hard for many peo ple to share. Here is another theory It is more difficult for people to share something that has a limited supply. Sometimes even adults have to think about how to share things like that. They try to teach their children to share, too. People live on Planet Earth. They need to share it. Sometimes they share it eas  ily, but other times they have to think about it. Sharing is a part of life for the adults and children of Planet Earth."
"gum, manner, matter, chew, chewed","Three Gum Manners That MatterGum can be fun until it is done. Knowing about gum manners makes gum fun for me andthose who choose not to chew. There are three gum manners that matter. They are important because they keep gum fromlooking gross while it is being chewed. Also, Gum Manners keep gum where it belongs. Thatway, it does not make a mess. First, gum is made for chewing. It is a good idea to keep the gum in my mouth until I amready to throw it away. Sometimes, a person may chew gum, take it out, and chew it again,over and over. This is a mistake. It is not a healthy idea. I will try to leave my gum in my mouthuntil I am finished chewing it. Second, chewing gum with the mouth closed helps others. Many people do not want to see gum being chewed. It is a little gross. That is why people who chew gum try to keep their mouths closed. When I chew gum, I will try to think of how it looks to others. I will try to keep my mouth closed. The third gum manner matters long after the gum is chewed. It is about how gum is thrown away. Used gum belongs in a waste basket. It is sticky. If it is left anywhere else, it will stick to whatever comes along. Sometimes, that is somebody is shoe. Other times, it is somebody is clothing. To keep gum from sticking to other people, or to other things, it is important to throw it away correctly. If everyone in the entire world followed the three gum manners that matter, no one would be grossed out by seeing gum being chewed or getting used gum stuck to them. I will try to remember and follow the three gum manners that matter."
"share, sharing, computer, cake, us","What Is Sharing? I am learning about sharing. There are times when someone asks me to share. My mom may ask me to share. My dad may ask me to share. A classmate may ask me to share. Knowing what sharing is, and why people do it, may make it easier to share. Sometimes, a share is a part of something. If someone has a great big chocolate cake, and there are twelve people who want chocolate cake, each person gets their share. Their piece of the cake is their share. And if each share is the same size, it is fair, too  Other times, a share is a part of somethingbut each share is not the same thing or size. Sharing a lunch is like this. I may have a sandwich, an apple, and a bag of crackers in mylunch. If I decide to eat the sandwich and apple, and give the crackers to a classmate, thatssharing my lunch. People can also share one thing that cannot be broken apart. When four children sit on a sofa,they share the sofa. People also share by taking turns. The people in my family share one computer. Each personuses the computer differently. Mom sometimes uses our computer to get recipes. My sisteruses it for her homework. We cannot all use it at the same time. So, each person has a turnusing the computer. As children grow, they learn to share. Many children discover that sharing is often a nicething to do. Sharing helps make friends, too. My mom and dad were children once. As theygrew, they learned how to share. They can answer my questions about sharing. As I grow, I will try to learn more about sharing."
"teacher, thinking, might, guess, let","Whats My Teacher Thinking?At school, my teacher is always thinking. This teacher is giving directions. Let us guess. This teacher is correcting student work. What might this teacher be thinking? Let us guess. What might this teacher be thinking? This teacher is watching children play. This teacher is looking at the classroom Let us guess. What might this teacher be schedule. Let us guess. What might this thinking? teacher be thinking? At school, teachers are always thinking."
"mistake, happen, learning, often, way","Mistakes Happenon the Way to LearningStudents often make mistakes. This is okay. Mistakes often happen on the way to learning. Students often make mistakes when they learn to add or subtract. This is okay. Mistakesoften happen on the way to learning math. Students often make mistakes when they learn to write letters and words. This is okay. Mistakes often happen on the way to learning writing. Students often make mistakes when they learn aboutplants, animals, rocks, or outer space. This is okay. Mistakes often happen on the way to learning science. Students often make mistakes on the way to learningabout other countries, their history, and their people. This is okay. Mistakes often happen on the way tolearning geography, history, and social studies. Mistakes often happen on the way to learning. I maymake mistakes on the way to learning. This is okay."
"skill, practice, student, letter, learn","What Is Practice? Students learn many important skills. Reading is a skill. Math, writing, and spelling are skills, too. Prac tice is one way that students learn. Sometimes, teachers ask students to practice skills. Practice is carefully doing a skill over and over. When students learn to add, they practice by solving many math problems. When students learn to write, they practice making letters by writing each letter many times. When students learn to spell a word, they practice spelling it correctly. Practice helps students learn many important skills."
"adult, schoolwork, difficult, asking, help","What if Schoolwork is Difficult? Teachers can Help. Students learn new ideas and skills at school. Sometimes, learning is easy. Sometimes, learn ing is more difficult, especially at first. Adults can help. Adults are children that grew up. They went to school. Some schoolwork was easy. Other schoolwork was difficult. Adults have learned skills that I am learning now. Teachers and other adults can help children practice and learn new skills. A child may ask for help. That way, adults know help is needed. There are many ways that adults help children learn. Sometimes adults help by explaining or demonstrating. Sometimes they help by tell ing children what to do, step by step. Adults also help by asking questions. Ques tions help students think and work through a problem or idea. The adults already knows the answer, but they want to help the student think of the answer for herherself. Asking stu dents questions is one way that adults teach. When learning is difficult there are adults that can help."
"math, brother, want, help, offer","It May Be Difficult to HelpPeople Who Do not Want HelpPeople often need help. They need help when a task is difficult to do alone. They may needhelp when doing something for the first time. Or, they may need help when they are in a hurry. If I notice a person who needs help, I may offer to help. Math is easy for me. Math is difficult formy brother. Once in a while I might offer to help my brother with his math homework. I maystart by saying, May I help you with your math?It is important to listen for his answer. This is because it is easiest to help people who want help. My brother may not want my help. He may say, No, shake his head to mean no, or turn away. All or any of these mean that my help is not wanted now. At another time, my brother maywant help with his homework. There are many reasons why someone may not want help. My brother may want to complete his math assignment by himself, to feel grown up. Or, he may want my mom or dadto help him. When I offer to help and the answer is no, this is okay. Unless the person is in real danger,it is okay to go and do something else. Sometimes, people feel a little sad when they offerto help and their help is refused. I may feel sad if my help is refused. Knowing that there areother people who want my help may make me feel better. Sometimes people need help, but do not want help. When this happens, it may be a smartchoice to do something else. There are many other people who need and want my help."
"gum, wrapper, chew, chewing, done","Learning to Chew Gum I am learning about how people chew gum. Sometimes gum comes in a wrapper. This keeps it clean. It is important to take the gum out of the wrapper before putting it in my mouth. Some people save the gum wrapper to use again when they are done chewing the gum. When gum is done, it is thrown away. When I am done chewing my gum, I may cover it with the gum wrapper and put it in a waste basket. Many people, like my mom, dad, and grand parents, know how to chew gum. If I have questions as I learn about chewing gum, they can help."
"news, evening, anchor, report, change","The Evening NewsHow We Changed TodayAt the same time every day, would those reports sound make the evening newsthe evening news is shown on like? It is Fall here in Ver everywhere. television. It starts at the same mont. I am standing in fronttime each day, usually with of a tree. It was here yester Here is a theory The evethe same person, called the day. It dropped a few leaves ning news reports change. anchor, who reports the news. today, though. How news is reported, though, stays pretty much Some anchors have a The most newsworthy the same. For people onphrase that they use some changes are often those that Planet Earth, learning aboutwhere in the opening of the are unwelcome and unex change seems to work best ifevening news, like Nightly pected. The very biggest, it is done the same way eachnews begins now. They use most important changes day. nit with each newscast. Theyoften have another phrasethey use each day to end thenews, like, And that is theway it is. To watch the eveningnews, many people sit in thesame chair, at about the sametime each day, to watch thenews. They watch the samestation. Same time. Samechannel. Same anchor. Samephrases. Same chair. The news itself, though,is never, ever the same as theday before. The news reportschange. Expected changes areusually not newsworthy. They are not big news. What ."
"mistake, day, fix, happen, good","Mistakes Can Happenon a Good DayI am learning that mistakes can happenon a good day. Each day, many people make mistakesas they work and play. For example,they may forget their lunch, accidentally trip while going up steps, or diala phone number incorrectly. There aremore than a million other mistakesthat people can make, tooAs people grow, they learn about mistakes. They learn that making a mistake is okay. A mistake is a mistake, and it is still a good day. Most mistakes can be fixed. When I make a mistake, adults like my mom, dad, or teacher maybe very helpful. They were children once and made a lot of mistakes. They may have madea mistake like the one I am trying to fixThere is a lot of time in a day hours, or , minutes, or , seconds to be exact. Usually, mistakes happen quickly. That leaves plenty of time to fix mistakes, and for otherparts of the day to go well. I am learning that mistakes can happen on a good day."
"smile, find, ries, happy, coming","Looking for Smiles Sometimes people smile when they are happy. If I were to look for smiles, where would I find them? I may find them on children playing. I may find them on moms reading sto ries to children. I may find them on dads coming home from work. Happy can happen almost anywhere, and a smile is often found there."
"shower, song, shorter, alarm, wash","How to Take a Shorter ShowerSometimes it is important to take a shorter shower. Here is a list of ideas to make taking ashorter shower easier or more fun Complete the steps to taking a shower, without playing in the bathroom. Set an alarm for ten minutes, and keep moving through the shower steps to finish before the alarm rings. Take a threesong shower. Record favorite songs on a shower radio. By the end of the first song, wash and rinse hair. By the end of the second song, wash and rinse skin. By the end of the third song, dry off and put on clean clothes. At my house, it is often important to take ashorter shower. Having a plan can help. Imay try using one of the ideas in this list. Or,my mom, dad, or I may have another idea. Whatever we decide, I will try to shorten mytime in the shower to share the bathroomwith others. n Change."
"dad, care, mom, take, christopher",My Parents Take Care of Me My name is Christopher. Mom and Dad take care of me. Mom and Dad help me clean my room. Mom and Dad get me food to eat. Mom and Dad help me take a bath. Mom and Dad teach me how to do new things. Mom and Dad take care of me to help me be healthy and smart  n .
"carter, mr, sign, everyone, listen","The Big Yellow Everyone Look and Listen Sign My name is Elijah. I go to school. Mr. Carter is my teacher. He has a big, yellow sign. This is The Big Yellow Everyone Look and Listen Sign. It is important. It means, Everyone try to look at Mr. Carter. Everyone try to listen to Mr. Carter, too. Most of the time, Mr. Carter just calls it the Look and Listen Sign. It is his sign, so he can do that. There are times when Mr. Carter is talking to me and everyone else. Many times, he is at the front of the room when this happens. He puts his Look and Listen Sign where everyone can see it. It means that this is a time for everyone to pay attention to him. Mr. Carter puts up his sign when he is teaching. It is up when he teaches us math, reading, writing, spelling, science, and other subjects. It is up when Mr. Carter tells us about a class assignment. It is up when he has directions for me and everyone else. It is up whenever he is talking to everyone in class at the same time. This is the back of Mr. Carters sign. There are times when Mr. Carter does not need everyoneto listen to him. In my class, we have times when everyone is working. Mr. Carter may talkto another teacher or the principal. Sometimes Mr. Carter is talking to a few students, likea reading group. Or, he may come and talk just to me, but not anyone else. During thosetimes, this side of the sign is up. The Big Yellow Everyone Look and Listen Sign means, Elijah and everyone else try to look atMr. Carter, and listen to him, too. It helps me to know when it is important for me to try to payattention to Mr. Carter."
"babysitter, care, come, parent, joseph","What Is a Babysitter?My name is Joseph. Sometimes I have a babysitter. A babysitter is a person who takes careof babies and children. Moms and dads ask a babysitter to come. They try to choose a babysitter who will take goodcare of their children when they cannot be home. The babysitter comes before the parents leave. When the parents get back, the babysitterleaves. Sometimes, I may go to the babysitters house to stay until Mom or Dad comes back for me. This is okay. My mom and dad go to do other things. Whatever they do, they know where Iam, and how to get there from anywhere. Sometimes I have a babysit ter. A babysitter is a person who takes care of me when my parents are away."
"decision, adult, make, big, child","Adults Make Many Big Decisions Adults make many decisions. Some people think that the biggest decisions are those that are made for other peo ple. Moms and dads are adults. They make many decisions for their chil dren. Teachers are adults. They make a lot of the decisions for their students. As children grow, they make more deci sions for themselves. Babies do not make many decisions, toddlers make a few more, preschoolers make a few more, and so on. Teenagers make more decisions than they ever did before, but not as many as they will make as adults. Adults make many big decisions every day. Adults decide when it is okay for their children to have snacks or candy. They decide whether it is okay to allow their children to play computer games before homework is done. Teachers decide the best way to help students learn. The list of big decisions that adults make is very, very, very long. Children may be able to help in decisionmaking. Sometimes, being quiet while adults think is helpful. Once in a while, children are asked for their ideas before a decision is made. For example, parents may ask their children where they would like to go for a vacation. When an adult makes a big decision, it is really helpful if children respect it. Each day, adults make many big decisions for other people. Children may be able to help."
"dad, raise, equipped, mom, grandparent","s Why Moms and Dads Raise Children Moms and dads raise children because they are well equipped to do it. In this case, well equipped means that they have what they need to complete the task. There is a lot to know about caring for babies. Moms and dads know how to keep babies safe, feed them, and change their diapers and clothing. Moms and dads know when to put babies down for a nap, too. Moms and dads know how to care for babies. There is a lot to know about caring for little children. Moms and dads know how to keep little children safe, feed them, and teach them to use toilets and bathtubs. Moms and dads know when to say yes or no. They know how to read bedtime stories. Moms and dads know how to care for little children. There is a lot to know about caring for older children. Moms and dads know how to keepolder children safe, and how to get them to school and to other activities. Moms and dadsknow enough to decide what is okay, and what is not. Moms and dads know how to care forolder children. Moms and dads love their children. A lot. Love is very, very important in raising a child. Grandparents know a lot about children, too. Years ago, they raised the moms and dads oftoday. They know how to love and how to raise children. But, because grandparents are alittle older, they may get tired sooner. Sometimes, grandparents run out of stamina. Staminais having enough energy and strength to keep going. Often, parents have more staminathan grandparents. Moms and dads raise children because they are well equipped to do it. In this case, wellequipped means that they have what they need to complete the task."
"respect, restate, parent, mistake, voice","Restating with Respect at Home I am learning about respect. Respect helps everyone in my family feel important, comfortable, and safe. Talking respectfully to parents is a skill. It takes practice. Sometimes, children make mistakes with respect. A child may use a disre spectful tone of voice or words. Talking disrespectfully to a parent is a mistake. Parents want their children to feel comfortable and happy, and to use respect with others. If my brothers, my sisters, or I make a mistake with respect, my parents say, Restate with respect, please. Restate with respect gives us an important second chance. It gives us a chance to think. Next, we try to say it again with a calm voice and cooperative words. We try to say the same thing, but with respect. If my mom or dad says to me, Restate with respect, please, that means that I have made a mistake with respect. I will try to think and say it again using a calm voice and cooperative words. I will try to say it again with respect. Many children make mistakes with respect. With practice, they learn how to talk to their parents with respect."
"direction, student, staff, class, teacher","Learning aboutDirections at SchoolSometimes teachers, or other schoolstaff, tell students what to do. Theygive students directions. Directions help students work, learn,and play together. Directions helpto keep students safe, too. There are two parts to a direction. The first is giving the direction. Teachers often do that. Teachersgive directions to me and everyone else in my class. The second is following the direction. That is the students job. I am learning about directions at school. Directions help a class work, learn, and play safelytogether."
"tie, shoe, learned, zip, button","I Am Learning to Tie My Shoes I amlearning how to tie my shoes. I learned how to button. I learned how to zip. Someday, I will be able to tie my shoes."
"change, predict, cause, night, earth","ChangePeople live on Planet Earth, and Planet Earth is alwayschanging. As it does, people change, too. There are many changes that people know will happen. Leaves fall to the ground. Water evaporates into air. Daylight darkens to night. People expect these changes. Expected changes often form routines for people. Leaves fall to the ground people rake them up. Waterevaporates people check if their plants need water. Daylight darkens to night people go to bed. Expectedchanges form plans that become routines. There are other changes that people try to predict. People know these changes may come, but they do not knowfor sure. So, they gather information. Then, they make their best guess. A sunny day changeswith a thunderstorm. The night sky changes with a meteor shower. An earthquake breaksthe surface of the earth. People try to predict when changes like these will happen. The changes that people try to predict can change their plans. A thunderstorm causes people to have a picnic indoors instead of outside. A meteor shower causes people to watchthe night sky instead of going to the movies. An earthquake causes a baseball game to becanceled. People try to predict the changes that can change their plans. People live on Planet Earth, and Planet Earth is always changing. As it does, it helps peopleform routines, make plans, and causes people to change those plans, too. That is Life onPlanet Earth."
"preschool, story, start, write, see","I Am Going to Start Preschool This is my story about preschool. I am going to start preschool in ______ days. My adult and I will try to think about what I may see at preschool. We can write it here . ______________________________________________________________________ . ______________________________________________________________________ . ______________________________________________________________________ My adult and I will think about what I might do at preschool. We can write it here . ______________________________________________________________________ . ______________________________________________________________________ . ______________________________________________________________________ There are things to see and do at preschool. Some of them may be in this story n  The New Social StoryTM Book, th Anniversary Edition   by Carol Gray, Future Horizons, Inc."
"unexpected, surprise, change, calendar, unwelcome","A Theory about Change sHere is a theory Expected and welcomechanges are the easiest. Unexpected andunwelcome changes are the most difficult. Life may seem simple by looking at a calendar. There is a box for each date. Peopleoften write their appointments and activities on a calendar. They finish the schedulefor one day and then move on to the next. For many people, changing from one dayto another is easy. People go to bed expecting a new day, and welcome it the nextmorning. For many people, expected andwelcome changes are the easiest for themto handle. Unexpected changes are surprises. Somesurprises are nice. For example, seeing arainbow after it rains. Unexpected but welcome changes are often good surprises. Some unexpected surprises are unwelcome. A flat tire on a car is an unexpected and unwel come surprise. Unexpected and unwelcome surprises often mean that people have to do something they would rather not do. Unexpected and unwelcome surprises are the most difficult changes for people to handle. Life may seem simple by looking at a calendar. But each day is not just the activities and appointments that are listed there. Some of lifes most chal lenging events are those that are never written on a calendar."
"babysitter, elephant, know, herbie, tank","My Babysitter Knows about Me I have many babysitters. They read this story about me. They know about me. My babysitter knows that I like Thomas the Tank Engine. My babysitter knows that I sleep with Herbie the Elephant. My babysitter knows where Herbie the Elephant is. My babysitter knows the food that I like, and how to make it. My babysitter knows that my favorite bedtime sto ries are in the elephant bookcase that Dad made. My babysitter knows that the light in the hallway stays on. My babysitter knows to leave the vacuum in the closet. My babysitter knows all of these things and more. She knows how to take care of me until Mom and Dad are home again. n  Community."
"decision, capel, collect, miss, asia","It is My Teachers Decision Teachers make many decisions for their class. A decision is a firmand usually finalchoice. Teachers make a lot of decisions, like who collects the lunch money and how to care for classroom pets. It is their job. Teachers often make decisions about ideas from students. Asia has an idea. She wants to collect the lunch money today. Asias teacher, Miss Capel, decides who collects the lunch money. Asia asks Miss Capel, May I collect the lunch money today? That would be fine, says Miss Capel. That would be fine is a yes decision. This yes decision means that Asia may collect the lunch money today. Christopher has an idea. He wants to let Angel, the ham ster, out of her cage. Miss Capel decides when Angel is out of her cage. Christopher asks Miss Capel, May I let Angel out of her cage? Not right now, Christopher, says Miss Capel. Not right now is a no decision. This no deci sion means that Angel, the hamster, will be in her cage. Teachers make many decisions each day. My teacher makes decisions, too. Sometimes, my teacher may make a yes decision. Other times my teacher may make a no decision. Making decisions is a part of my teachers job."
"line, first, student, walk, decides","My Place in LineIts my teachers job to give my class directions. It is our job to try to follow those directions. Sometimes, many students move from one place to another. To walk safely, and to allowother groups to walk through the hall at the same time, it is important to try to walk in a line. Many students like to be first in line. The teacher decides which student is first in the line. Sometimes, I will be the first student in line. Most of the time, another child will be first. When this happens, I will be at another place in the line. This helps the teacher give eachstudent a chance to be first. My teacher decides which student is first in the line. Once in a while, I will be first in line. Most of the time, another student will be first in line. That is how lines work at my school. That is Life on Planet Earth."
"garret, south, dakota, grocery, hair","Moving to a New CommunityMy name is Mason. I live in Shelton, Connecticut. My dad got a job in Garretson, SouthDakota. My family is moving to a new home in Garretson. I have never been to Garretson, South Dakota. My mom and dad have been to Garretsontwice. They went once to look for a new home. They went another time to buy our home. They took many photos. Those photos are in my Moving to Garretson Book. In Garretson, we will do many of the errands and activities that we do now. We will do them inand around Garretson, South Dakota. I go to Lafayette Elementary School. In Garretson, I will go to Garretson Elementary School. I have photos of both of these schools in my book. I get my hair cut at Rich and Bens Hair Styling. In Garretson, I will get my hair cut at BrandonPlaza Barbers. I have photos of both of these barber shops in my book. My family gets groceries at the Beechwood Supermarket. In Garretson, we can get groceriesat Garretson Food Center. I have photos of both of these grocery stores in my book. My name is Mason. Soon I will be living in Garretson, South Dakota. I will be going to schooland getting my hair cut there. My mom and dad will buy groceries there. Garretson will bemy new community."
"night, change, day, sun, rou","The Changes That Form Our Routine Each day, there are changes all around me. A lot changes from day to night and night to day. Whether it is day or night helps people figure out what to do. When the sun rises, the sky gets lighter. It is morning. For me, it is time for my morning rou tine. It is time to wake up, get out of bed, and start my day. When the sun sets, the sky gets darker. It is evening. For me, it is time for my evening rou tine. It is time to put on my pajamas and get ready for bed. Going from day to night or night to day is a big change. Going from night to day is a big change, too. The sun makes big changes that help me and everyone else know what to do n   ."
"frank, goldfish, fishbowl, care, clean","We Take Care of Frank the GoldfishWe take care of Frank the goldfish. Frank cannot clean his fishbowl or get his food to eat. So, we clean Franks fishbowl when itsdirty and we feed Frank his food. Taking care of Frank helps to keep himhealthy."
"toy, mine, belong, given, share",My Toys My toys belong to me. They are mine. Many of my toys were given to me. Some of my toys have my name on them. I may play with my toys or share them with someone. I have toys that are mine.
"shower, water, towel, clean, clothes","Taking a Shower in Ten Steps Many people use showers to get clean. Often, a per son will say, I am going to take a shower. That means, I am going to use the shower. Soon, I will be learning to take a shower. What follows is a list of steps that many people follow to take a shower at home. It is a list of what they do and why they do it. TEN STEPS TO TAKE A SHOWER  Go into the bathroom and close the door. Closing the door keeps a shower private. Take off clothes. This keeps clothes dry. Turn on the water and set a comfortable water temperature. If the water is too hot or too cold, a shower is uncomfortable. Hint Some people use the bathtub faucet to make sure the water temperature is comfortable, and then they send the water through the shower head. Make sure the water is coming out through the shower head. Step carefully into the shower. Wet surfaces may be slippery. Wash hair with shampoo, rinse, apply conditioner, rinse. Shampoo is soap made just for washing hair. Conditioner makes hair easier to comb and style. Rinsing well after the shampoo and conditioner is important for clean and comfortable hair and scalp. Wash skin with soap. This gets a body clean. Rinse. Rinsing well is important for clean and comfortable skin. When the shower is done, turn off the water. This saves water and energy. Use a towel to dry skin and hang up the towel. Dry skin makes clean clothes feel more comfortable. Hanging up the towel keeps the bathroom neat. It also prevents someone from saying, Hey, come back and hang up your towel. Put on clean clothes. Carry dirty clothes out of the bathroom. This helps to keep a bath room neat. I may use this list as I am learning to take a shower. My mom and dad know how to take ashower. If I have questions about taking a shower, they will know the answer. With practice,I may not need the listor help from my mom and dad. I will have learned how to take ashower on my own n ."
"snow, school, day, calendar, vacation","Is Today a School Day?I go to school on school days. Mondays, Tuesdays,Wednesdays, Thursdays, and Fridays are often schooldays. Sometimes, though, my school will close. There are many vacation days during the year. Somevacations are long, and others are short. Vacationdays are written on the school calendar. There are other special days when my school may beopen for teachers, and closed for students. These arecalled teacher training or work days. They are usuallywritten on the school calendar. In the winter, it may snow a lot, or there may be ice. If it is very unsafe or difficult for cars or buses to getaround, my school will close. It is called a snow day. People expect a few snow days in the winter, butsnow days are not listed on the school calendar. That is because no one knows for surewhen snow will close my school. My parents watch the local news to learn about snow days. Sometimes, it may be confusing if today or tomorrow is a school day. Parents can help. Parents are very interested in school days. They know how to use the school calendar andthe local news. I go to school on school days. Sometimes, my school will be closed."
"schedule, carlson, class, mr, art","The Truth about Our Class ScheduleMy name is Hailey. I am in Mrs. Carlsons class. Our class has two schedules. A schedule is a planned list of times and activities. One lists our special classes each week,and the times that we plan to start and finish them. Art and gym are on that schedule. Theother lists our subjects each day, and the times that we plan to start and finish them. Math,journal time, and science are on that schedule. The truth about schedules is that they are not people. Schedules do not know anything. A schedule is paper with words on it. It is a plan that stays the same, posted high on the wall so that everyone can see it. Mrs. Carlson knows a lot. Sometimes, she knows the planned schedule will not work for our class. So, she tells my class what we will do. Here is another truth about our class schedule At any time, Mrs. Carlson can overrule the schedule. In this case, overrule means that Mrs. Carlson has more power than the pieces of paper with our schedules. If she tells us to do something differ ent from the schedule, we try to do it. Here is an example of how that works. Last week, the class schedule listed art next, at one of the clock . Mrs. Carlson told everyone to put their math books away. All of a sudden, the fire drill sounded. Mrs. Carlson said, Okay, fire drill. Line up at the door. We are going outside. She overruled our weekly schedule, just like that. The fire drill took so long that art was cancelled. A posted schedule is paper with a plan listed on it. At our school, most of the time, teachers have more power than schedules on paper. That is the truth about schedules."
"jones, schedule, mr, class, plan","Class Schedules My name is Caitlyn. I am in Mrs. Jones class. Our class has a schedule. Mrs. Jones made our class schedule. It is a plan for our class. It lists what we do on most school days. Sometimes, Mrs. Jones will decide to follow another plan. The schedule will list an activity, and we will do another activity instead. This is okay. When this happens, Mrs. Jones will tell us about the new plan. We may follow the posted schedule tomorrow. Most of the time, our class schedule matches what Mrs. Jones tells us to do. Sometimes, we will have another plan. When this happens, I will try to do what Mrs. Jones tells us to do."
"busy, place, community, later, enter","This Place Is Busy There are stores and restaurants ins my community. Sometimes, they get busy. There are clues that a place is busy. A place may be busy if  There are a lot of people. People have to move slower than they would like to. To walk around, people have to stop to let others get where they are going. There are one or more long lines of people. There are many noises, and they are not just voices. My mom is not smiling as much. Someone I am with says, This place is busy Some people enjoy busy places. Others do not. When parents enter a busy place, they may decide to stay. Or, they may decide to come back later or on another day. This is because it is hard for some parents to stay calm and happy in a busy place. If a place is busy, it may change our plans. This is okay. Finding another time, when a placeis less busy, may make it more fun to visit there. When we are in the community, we may go to a busy place. We may stay, or we may comeback later or another day. n School."
"bathroom, shower, emily, austin, shorter","Sharing a Bathroom by Taking a Shorter Shower In our home there are two bathrooms. One is for my mom and dad. The other is for me, my sister Emily, and my brother Austin, to share. My sister Emily uses the toilet, shower, and sink in our bathroom. My brother Austin uses the toilet, shower, and sink in our bathroom. I use the toilet, shower, and sink in our bathroom. Each of us needs to use the toi let, take a shower, and brush our teeth. To be fair, each of us needs time in the bathroom. Shorter showers can help. When Emily takes a shorter shower, Austin or I can use the bathroom sooner. When Austin takes a shorter shower, Emily or I can use the bathroom sooner. When I take a shorter shower, Austin and Emily are able to use the bathroom sooner. Shorter showers help share a bathroom. To share the bathroom with Emily and Austin, I will try to take a shorter shower."
"toy, mine, preschool, sam, share","Toys that Are Not MineThere are toys that are not mine. This is okay. Preschool toys are not mine. Children learn to share preschool toys. My brother, Sam, has toys. Some of them were given to him or have his name on them. Hemay play with them or share them with someone. Some toys are not my toys. This is okay."
"hand, germ, water, touch, soap","Washing My HandsSometimes, my hands get dirty. My hands touch items with germs all day long. My handstouch doorknobs and pencils and many other things that have germs. I cannot see or feel thegerms on my hands. That is because germs are very, very tiny. Even though I cannot see germs,soap and water sends them away. This is a list of steps people follow when they wash their hands Go to the sink. Turn the water on. Get hands wet. Put soap on hands. Rub hands together. Rinse hands with water. Turn the water off. Dry hands. Washing my hands is a healthy habit. I will try to follow these steps to wash my hands."
"preschool, busy, working, cleaning, dad","While I Am at Preschool I go to preschool. My mom and dad are busy, too   When I have Hello Time, my mom is driving to her school. When I am working, my dad is working, too. When we are cleaning up, my dad is on his way home. When children are in school, adults are busy in other places."
"dog, pig, story, photo, belong","This is a Story About Dogs. Just Dogs. This Story is about dogs. Just dogs. This is a photo of a dog. Sometimes people say, This is a dog, when they see a photo like this. This is a dog. The New Social StoryTM Book, th Anniversary Edition   by Carol Gray, Future Horizons, Inc. This is a dog. This is a dog. These are dogs and a pig. A pig? A pig does not belong in this story. That is better, because this is a story about dogs. Just dogs."
"fletcher, family, guess, know, emma","In Fletchers Family, Who Knows What? Fletcher knows a lot. He knows a LOT about dino saurs. He knows a lot about his family, too. His father builds houses. His mother is a dentist. Fletchers older sister, Emma, writes in her journal every day. Someone in Fletchers family knows how to build a garage. Guess who? Someone in Fletchers family knows a lot about cavi ties in teeth. Guess who? Someone in Fletchers family knows where to find the key to Emmas journal. Guess who? Fletcher knows a lot about what the people in his family do. That gives him clues so he can guess who knows what n  ."
